label,x,y
2,162,38
2,10,39
2,12,39
2,13,39
2,19,39
2,20,39
2,21,39
2,24,39
2,26,39
2,28,39
2,29,39
2,32,39
2,35,39
2,36,39
2,39,39
2,57,39
2,70,39
2,71,39
2,72,39
2,75,39
2,80,39
2,89,39
2,92,39
2,94,39
2,95,39
2,96,39
2,97,39
2,103,39
2,106,39
2,112,39
2,116,39
2,117,39
2,119,39
2,121,39
2,127,39
2,136,39
2,140,39
2,141,39
2,143,39
2,144,39
2,145,39
2,146,39
2,148,39
2,149,39
2,150,39
2,156,39
2,158,39
2,160,39
2,161,39
2,163,39
2,9,40
2,15,40
2,17,40
2,22,40
2,23,40
2,26,40
2,27,40
2,28,40
2,33,40
2,42,40
2,43,40
2,57,40
2,60,40
2,64,40
2,67,40
2,71,40
2,72,40
2,82,40
2,86,40
2,91,40
2,92,40
2,93,40
2,99,40
2,105,40
2,112,40
2,113,40
2,114,40
2,116,40
2,119,40
2,124,40
2,125,40
2,127,40
2,128,40
2,131,40
2,134,40
2,138,40
2,146,40
2,152,40
2,153,40
2,155,40
2,156,40
2,157,40
2,159,40
2,160,40
2,161,40
2,162,40
2,164,40
2,166,40
2,175,40
2,20,41
2,21,41
2,22,41
2,23,41
2,25,41
2,26,41
2,27,41
2,36,41
2,38,41
2,41,41
2,42,41
2,45,41
2,60,41
2,74,41
2,76,41
2,77,41
2,86,41
2,87,41
2,94,41
2,96,41
2,97,41
2,99,41
2,109,41
2,110,41
2,113,41
2,117,41
2,118,41
2,124,41
2,127,41
2,129,41
2,133,41
2,134,41
2,135,41
2,139,41
2,142,41
2,144,41
2,148,41
2,152,41
2,153,41
2,154,41
2,18,42
2,19,42
2,25,42
2,27,42
2,28,42
2,30,42
2,32,42
2,33,42
2,36,42
2,38,42
2,70,42
2,74,42
2,82,42
2,83,42
2,87,42
2,88,42
2,92,42
2,95,42
2,101,42
2,110,42
2,112,42
2,114,42
2,116,42
2,118,42
2,120,42
2,124,42
2,127,42
2,128,42
2,129,42
2,132,42
2,138,42
2,141,42
2,143,42
2,145,42
2,146,42
2,147,42
2,151,42
2,163,42
2,170,42
2,172,42
2,176,42
2,179,42
2,4,43
2,12,43
2,14,43
2,18,43
2,19,43
2,22,43
2,27,43
2,29,43
2,33,43
2,34,43
2,41,43
2,46,43
2,55,43
2,63,43
2,72,43
2,79,43
2,80,43
2,88,43
2,89,43
2,99,43
2,104,43
2,105,43
2,106,43
2,113,43
2,114,43
2,117,43
2,119,43
2,120,43
2,121,43
2,123,43
2,128,43
2,129,43
2,131,43
2,132,43
2,134,43
2,136,43
2,137,43
2,142,43
2,143,43
2,144,43
2,146,43
2,147,43
2,151,43
2,157,43
2,170,43
2,171,43
2,16,44
2,17,44
2,24,44
2,25,44
2,27,44
2,31,44
2,34,44
2,35,44
2,41,44
2,46,44
2,48,44
2,50,44
2,52,44
2,54,44
2,59,44
2,68,44
2,70,44
2,74,44
2,83,44
2,86,44
2,100,44
2,102,44
2,103,44
2,107,44
2,109,44
2,110,44
2,118,44
2,121,44
2,124,44
2,126,44
2,131,44
2,132,44
2,134,44
2,138,44
2,150,44
2,156,44
2,157,44
2,159,44
2,162,44
2,172,44
2,173,44
2,175,44
2,179,44
2,5,45
2,13,45
2,26,45
2,28,45
2,35,45
2,36,45
2,38,45
2,40,45
2,49,45
2,56,45
2,60,45
2,64,45
2,67,45
2,70,45
2,73,45
2,78,45
2,81,45
2,94,45
2,107,45
2,116,45
2,120,45
2,123,45
2,126,45
2,128,45
2,134,45
2,136,45
2,142,45
2,143,45
2,144,45
2,148,45
2,149,45
2,150,45
2,156,45
2,161,45
2,171,45
2,8,46
2,20,46
2,22,46
2,24,46
2,32,46
2,38,46
2,69,46
2,73,46
2,82,46
2,87,46
2,88,46
2,96,46
2,97,46
2,105,46
2,109,46
2,113,46
2,115,46
2,121,46
2,125,46
2,131,46
2,132,46
2,134,46
2,135,46
2,136,46
2,139,46
2,140,46
2,143,46
2,146,46
2,158,46
2,159,46
2,165,46
2,166,46
2,170,46
2,172,46
2,174,46
2,16,47
2,19,47
2,24,47
2,25,47
2,26,47
2,30,47
2,40,47
2,57,47
2,63,47
2,64,47
2,65,47
2,66,47
2,73,47
2,76,47
2,79,47
2,83,47
2,94,47
2,97,47
2,111,47
2,116,47
2,120,47
2,125,47
2,131,47
2,133,47
2,135,47
2,141,47
2,150,47
2,154,47
2,157,47
2,159,47
2,160,47
2,162,47
2,164,47
2,166,47
2,171,47
2,172,47
2,14,48
2,15,48
2,18,48
2,26,48
2,28,48
2,30,48
2,32,48
2,40,48
2,45,48
2,46,48
2,63,48
2,85,48
2,106,48
2,118,48
2,123,48
2,126,48
2,134,48
2,136,48
2,137,48
2,139,48
2,145,48
2,146,48
2,149,48
2,150,48
2,151,48
2,153,48
2,154,48
2,156,48
2,159,48
2,168,48
2,171,48
2,174,48
2,179,48
2,13,49
2,17,49
2,22,49
2,26,49
2,28,49
2,29,49
2,31,49
2,36,49
2,44,49
2,59,49
2,61,49
2,90,49
2,92,49
2,100,49
2,101,49
2,105,49
2,121,49
2,122,49
2,132,49
2,145,49
2,148,49
2,153,49
2,154,49
2,155,49
2,159,49
2,161,49
2,162,49
2,163,49
2,164,49
2,169,49
2,174,49
2,176,49
2,9,50
2,15,50
2,19,50
2,25,50
2,27,50
2,30,50
2,34,50
2,38,50
2,41,50
2,47,50
2,58,50
2,63,50
2,79,50
2,80,50
2,82,50
2,87,50
2,90,50
2,92,50
2,96,50
2,99,50
2,111,50
2,115,50
2,121,50
2,143,50
2,144,50
2,147,50
2,153,50
2,158,50
2,161,50
2,164,50
2,165,50
2,166,50
2,168,50
2,169,50
2,170,50
2,175,50
2,4,51
2,18,51
2,20,51
2,26,51
2,33,51
2,36,51
2,37,51
2,40,51
2,55,51
2,62,51
2,83,51
2,89,51
2,90,51
2,94,51
2,97,51
2,109,51
2,111,51
2,116,51
2,119,51
2,121,51
2,142,51
2,143,51
2,151,51
2,154,51
2,160,51
2,161,51
2,164,51
2,166,51
2,169,51
2,174,51
2,176,51
2,14,52
2,16,52
2,28,52
2,30,52
2,32,52
2,36,52
2,46,52
2,51,52
2,56,52
2,72,52
2,74,52
2,80,52
2,83,52
2,88,52
2,106,52
2,112,52
2,113,52
2,115,52
2,122,52
2,151,52
2,155,52
2,156,52
2,157,52
2,158,52
2,159,52
2,160,52
2,163,52
2,166,52
2,169,52
2,178,52
2,15,53
2,18,53
2,19,53
2,25,53
2,28,53
2,30,53
2,31,53
2,36,53
2,44,53
2,54,53
2,64,53
2,69,53
2,70,53
2,84,53
2,91,53
2,93,53
2,96,53
2,100,53
2,110,53
2,112,53
2,114,53
2,118,53
2,126,53
2,140,53
2,142,53
2,143,53
2,152,53
2,153,53
2,159,53
2,162,53
2,164,53
2,168,53
2,171,53
2,186,53
2,8,54
2,11,54
2,12,54
2,15,54
2,18,54
2,20,54
2,21,54
2,27,54
2,42,54
2,82,54
2,87,54
2,104,54
2,108,54
2,109,54
2,124,54
2,129,54
2,145,54
2,147,54
2,148,54
2,153,54
2,156,54
2,157,54
2,159,54
2,160,54
2,164,54
2,167,54
2,168,54
2,169,54
2,172,54
2,19,55
2,20,55
2,22,55
2,25,55
2,26,55
2,27,55
2,29,55
2,34,55
2,35,55
2,36,55
2,37,55
2,44,55
2,47,55
2,67,55
2,85,55
2,89,55
2,100,55
2,101,55
2,115,55
2,121,55
2,135,55
2,141,55
2,147,55
2,152,55
2,155,55
2,156,55
2,160,55
2,163,55
2,174,55
2,177,55
2,12,56
2,14,56
2,15,56
2,16,56
2,17,56
2,21,56
2,22,56
2,24,56
2,26,56
2,31,56
2,32,56
2,35,56
2,66,56
2,81,56
2,102,56
2,105,56
2,108,56
2,109,56
2,122,56
2,131,56
2,147,56
2,159,56
2,164,56
2,167,56
2,169,56
2,170,56
2,178,56
2,3,57
2,9,57
2,11,57
2,13,57
2,14,57
2,34,57
2,35,57
2,39,57
2,73,57
2,78,57
2,97,57
2,120,57
2,143,57
2,147,57
2,149,57
2,151,57
2,152,57
2,153,57
2,157,57
2,158,57
2,168,57
2,170,57
2,179,57
2,3,58
2,7,58
2,10,58
2,19,58
2,21,58
2,23,58
2,24,58
2,26,58
2,29,58
2,31,58
2,33,58
2,39,58
2,72,58
2,80,58
2,83,58
2,95,58
2,101,58
2,114,58
2,119,58
2,127,58
2,145,58
2,147,58
2,148,58
2,149,58
2,153,58
2,155,58
2,156,58
2,157,58
2,158,58
2,159,58
2,160,58
2,162,58
2,168,58
2,1,59
2,9,59
2,12,59
2,14,59
2,17,59
2,20,59
2,21,59
2,22,59
2,23,59
2,26,59
2,27,59
2,28,59
2,30,59
2,32,59
2,35,59
2,38,59
2,44,59
2,84,59
2,124,59
2,144,59
2,157,59
2,160,59
2,161,59
2,162,59
2,165,59
2,8,60
2,9,60
2,11,60
2,12,60
2,15,60
2,20,60
2,21,60
2,22,60
2,24,60
2,28,60
2,29,60
2,31,60
2,78,60
2,109,60
2,128,60
2,144,60
2,148,60
2,160,60
2,163,60
2,172,60
2,3,61
2,9,61
2,11,61
2,13,61
2,14,61
2,15,61
2,18,61
2,19,61
2,20,61
2,23,61
2,28,61
2,34,61
2,35,61
2,78,61
2,139,61
2,145,61
2,146,61
2,152,61
2,153,61
2,155,61
2,158,61
2,161,61
2,166,61
2,170,61
2,173,61
2,13,62
2,19,62
2,20,62
2,23,62
2,25,62
2,26,62
2,28,62
2,30,62
2,32,62
2,35,62
2,36,62
2,38,62
2,82,62
2,111,62
2,145,62
2,146,62
2,148,62
2,155,62
2,157,62
2,160,62
2,167,62
2,168,62
2,169,62
2,1,63
2,3,63
2,11,63
2,16,63
2,17,63
2,19,63
2,21,63
2,22,63
2,23,63
2,26,63
2,28,63
2,32,63
2,34,63
2,37,63
2,40,63
2,45,63
2,116,63
2,149,63
2,150,63
2,156,63
2,157,63
2,159,63
2,165,63
2,167,63
2,171,63
2,3,64
2,5,64
2,10,64
2,13,64
2,15,64
2,17,64
2,18,64
2,19,64
2,20,64
2,21,64
2,24,64
2,25,64
2,26,64
2,28,64
2,44,64
2,144,64
2,150,64
2,153,64
2,161,64
2,4,65
2,8,65
2,10,65
2,17,65
2,18,65
2,19,65
2,20,65
2,21,65
2,22,65
2,23,65
2,27,65
2,28,65
2,30,65
2,31,65
2,32,65
2,34,65
2,40,65
2,143,65
2,144,65
2,146,65
2,152,65
2,153,65
2,161,65
2,163,65
2,174,65
2,9,66
2,10,66
2,14,66
2,15,66
2,17,66
2,18,66
2,19,66
2,20,66
2,22,66
2,24,66
2,25,66
2,26,66
2,29,66
2,31,66
2,33,66
2,34,66
2,144,66
2,150,66
2,151,66
2,156,66
2,157,66
2,159,66
2,163,66
2,169,66
2,170,66
2,172,66
2,178,66
2,2,67
2,4,67
2,6,67
2,9,67
2,12,67
2,13,67
2,17,67
2,19,67
2,20,67
2,21,67
2,22,67
2,25,67
2,26,67
2,27,67
2,30,67
2,33,67
2,34,67
2,38,67
2,39,67
2,41,67
2,145,67
2,148,67
2,149,67
2,153,67
2,154,67
2,155,67
2,157,67
2,158,67
2,162,67
2,164,67
2,165,67
2,169,67
2,2,68
2,6,68
2,10,68
2,11,68
2,15,68
2,16,68
2,17,68
2,18,68
2,20,68
2,22,68
2,26,68
2,27,68
2,29,68
2,32,68
1,83,68
2,159,68
2,160,68
2,164,68
2,165,68
2,166,68
2,176,68
2,1,69
2,4,69
2,10,69
2,11,69
2,12,69
2,13,69
2,14,69
2,15,69
2,16,69
2,17,69
2,19,69
2,20,69
2,22,69
2,23,69
2,26,69
2,27,69
2,28,69
2,30,69
2,31,69
2,33,69
2,42,69
2,148,69
2,151,69
2,152,69
2,156,69
2,157,69
2,158,69
2,2,70
2,3,70
2,8,70
2,11,70
2,14,70
2,15,70
2,17,70
2,18,70
2,19,70
2,20,70
2,22,70
2,23,70
2,24,70
2,25,70
2,29,70
2,31,70
2,32,70
2,38,70
2,146,70
2,147,70
2,151,70
2,158,70
2,162,70
2,164,70
2,171,70
2,172,70
2,178,70
2,3,71
2,4,71
2,8,71
2,13,71
2,14,71
2,17,71
2,18,71
2,19,71
2,21,71
2,22,71
2,24,71
2,26,71
2,28,71
2,30,71
2,31,71
2,36,71
2,38,71
1,78,71
2,138,71
2,145,71
2,149,71
2,153,71
2,155,71
2,160,71
2,161,71
2,165,71
2,166,71
2,171,71
2,176,71
2,178,71
2,1,72
2,4,72
2,7,72
2,13,72
2,14,72
2,15,72
2,16,72
2,17,72
2,19,72
2,20,72
2,21,72
2,23,72
2,24,72
2,32,72
2,34,72
2,40,72
2,140,72
2,141,72
2,145,72
2,147,72
2,151,72
2,152,72
2,156,72
2,157,72
2,161,72
2,166,72
2,170,72
2,171,72
2,179,72
2,180,72
2,4,73
2,5,73
2,8,73
2,10,73
2,11,73
2,12,73
2,17,73
2,18,73
2,19,73
2,20,73
2,21,73
2,22,73
2,23,73
2,25,73
2,28,73
2,32,73
2,34,73
2,37,73
1,80,73
1,88,73
2,146,73
2,147,73
2,149,73
2,150,73
2,151,73
2,152,73
2,155,73
2,158,73
2,0,74
2,2,74
2,4,74
2,11,74
2,12,74
2,16,74
2,19,74
2,20,74
2,21,74
2,25,74
2,26,74
2,27,74
2,32,74
1,74,74
2,144,74
2,145,74
2,148,74
2,158,74
2,162,74
2,163,74
2,175,74
2,0,75
2,3,75
2,6,75
2,11,75
2,13,75
2,17,75
2,18,75
2,19,75
2,20,75
2,21,75
2,22,75
2,23,75
2,24,75
2,31,75
1,74,75
1,97,75
2,140,75
2,146,75
2,151,75
2,152,75
2,164,75
2,165,75
2,170,75
2,171,75
2,177,75
2,184,75
2,4,76
2,5,76
2,6,76
2,9,76
2,11,76
2,13,76
2,15,76
2,18,76
2,22,76
2,23,76
2,24,76
2,25,76
2,27,76
2,28,76
2,31,76
2,34,76
1,69,76
1,70,76
1,84,76
1,87,76
1,93,76
2,151,76
2,153,76
2,155,76
2,161,76
2,162,76
2,163,76
2,166,76
2,167,76
2,169,76
2,174,76
2,175,76
2,3,77
2,6,77
2,10,77
2,13,77
2,14,77
2,16,77
2,18,77
2,20,77
2,21,77
2,23,77
2,26,77
2,31,77
2,39,77
1,79,77
1,81,77
2,141,77
2,143,77
2,147,77
2,149,77
2,150,77
2,155,77
2,156,77
2,158,77
2,162,77
2,163,77
2,6,78
2,7,78
2,12,78
2,14,78
2,16,78
2,17,78
2,18,78
2,22,78
2,23,78
2,25,78
2,28,78
2,29,78
2,31,78
2,33,78
2,34,78
1,75,78
1,77,78
1,81,78
1,82,78
1,86,78
1,89,78
1,101,78
2,138,78
2,142,78
2,151,78
2,157,78
2,158,78
2,161,78
2,162,78
2,163,78
2,165,78
2,169,78
2,175,78
2,2,79
2,8,79
2,9,79
2,10,79
2,12,79
2,14,79
2,15,79
2,18,79
2,21,79
2,26,79
2,28,79
2,29,79
2,30,79
2,31,79
1,75,79
1,76,79
1,82,79
1,92,79
1,96,79
1,99,79
1,101,79
2,141,79
2,142,79
2,150,79
2,152,79
2,155,79
2,161,79
2,162,79
2,163,79
2,167,79
2,175,79
2,2,80
2,9,80
2,10,80
2,19,80
2,20,80
2,22,80
2,24,80
2,28,80
2,31,80
2,40,80
1,68,80
1,77,80
1,86,80
1,89,80
1,95,80
1,111,80
2,141,80
2,143,80
2,145,80
2,159,80
2,164,80
2,166,80
2,169,80
2,170,80
2,171,80
2,172,80
2,173,80
2,10,81
2,17,81
2,22,81
2,26,81
2,27,81
2,28,81
1,74,81
1,77,81
1,78,81
1,80,81
1,81,81
1,85,81
1,87,81
1,91,81
1,96,81
1,97,81
2,139,81
2,143,81
2,155,81
2,160,81
2,164,81
2,166,81
2,173,81
2,175,81
2,0,82
2,3,82
2,6,82
2,7,82
2,10,82
2,12,82
2,13,82
2,14,82
2,16,82
2,17,82
2,19,82
2,23,82
2,25,82
2,27,82
2,30,82
2,36,82
2,40,82
1,69,82
1,72,82
1,80,82
1,84,82
1,85,82
1,88,82
1,89,82
1,92,82
1,96,82
1,99,82
1,101,82
1,111,82
2,134,82
2,147,82
2,149,82
2,150,82
2,152,82
2,154,82
2,156,82
2,159,82
2,164,82
2,165,82
2,166,82
2,167,82
2,168,82
2,171,82
2,3,83
2,4,83
2,8,83
2,13,83
2,15,83
2,16,83
2,17,83
2,20,83
2,25,83
2,30,83
1,71,83
1,78,83
1,80,83
1,81,83
1,88,83
1,89,83
1,90,83
1,96,83
1,99,83
1,113,83
2,151,83
2,159,83
2,161,83
2,162,83
2,168,83
2,172,83
2,7,84
2,10,84
2,15,84
2,17,84
2,18,84
2,23,84
2,24,84
2,25,84
2,37,84
1,72,84
1,79,84
1,81,84
1,82,84
1,84,84
1,85,84
1,86,84
1,89,84
1,91,84
1,92,84
1,96,84
1,99,84
1,100,84
1,102,84
2,141,84
2,143,84
2,147,84
2,153,84
2,157,84
2,162,84
2,167,84
2,168,84
2,4,85
2,6,85
2,8,85
2,15,85
2,30,85
2,32,85
2,35,85
1,74,85
1,75,85
1,79,85
1,82,85
1,83,85
1,87,85
1,89,85
1,90,85
1,91,85
1,94,85
1,95,85
1,99,85
1,100,85
1,101,85
1,107,85
1,108,85
1,110,85
2,142,85
2,149,85
2,153,85
2,154,85
2,159,85
2,161,85
2,162,85
2,164,85
2,166,85
2,169,85
2,176,85
2,183,85
2,15,86
2,17,86
2,18,86
2,20,86
2,25,86
2,26,86
2,31,86
1,63,86
1,69,86
1,70,86
1,74,86
1,79,86
1,80,86
1,81,86
1,83,86
1,84,86
1,85,86
1,86,86
1,89,86
1,93,86
1,94,86
1,98,86
1,99,86
1,101,86
1,103,86
1,111,86
2,141,86
2,145,86
2,149,86
2,150,86
2,151,86
2,152,86
2,154,86
2,161,86
2,162,86
2,164,86
2,165,86
2,172,86
2,175,86
2,1,87
2,18,87
1,73,87
1,74,87
1,78,87
1,79,87
1,80,87
1,81,87
1,82,87
1,84,87
1,85,87
1,86,87
1,88,87
1,90,87
1,91,87
1,92,87
1,97,87
1,99,87
1,101,87
1,103,87
1,104,87
1,107,87
2,151,87
2,156,87
2,159,87
2,161,87
2,162,87
2,165,87
2,166,87
2,171,87
2,173,87
2,175,87
2,177,87
2,178,87
2,180,87
2,15,88
2,26,88
2,27,88
1,68,88
1,73,88
1,75,88
1,76,88
1,77,88
1,80,88
1,81,88
1,83,88
1,84,88
1,88,88
1,89,88
1,90,88
1,91,88
1,92,88
1,93,88
1,98,88
1,99,88
1,100,88
1,101,88
1,106,88
2,152,88
2,158,88
2,163,88
2,168,88
2,172,88
2,174,88
2,12,89
2,13,89
2,16,89
2,24,89
2,30,89
1,71,89
1,74,89
1,75,89
1,77,89
1,79,89
1,81,89
1,82,89
1,83,89
1,84,89
1,87,89
1,89,89
1,90,89
1,91,89
1,92,89
1,93,89
1,94,89
1,96,89
1,97,89
1,98,89
1,99,89
1,101,89
1,102,89
1,103,89
1,104,89
1,106,89
1,108,89
1,113,89
2,141,89
2,143,89
2,146,89
2,150,89
2,153,89
2,154,89
2,157,89
2,159,89
2,161,89
2,162,89
2,164,89
2,172,89
2,179,89
2,12,90
2,16,90
2,20,90
2,29,90
2,32,90
1,65,90
1,71,90
1,74,90
1,75,90
1,78,90
1,83,90
1,85,90
1,86,90
1,87,90
1,88,90
1,89,90
1,90,90
1,92,90
1,93,90
1,94,90
1,96,90
1,97,90
1,99,90
1,100,90
1,101,90
1,103,90
1,104,90
1,105,90
1,107,90
